Story Date,Story URL,Headline,Content Image-1
13th Aug 2019,https://www.vishvasnews.com/politics/fake-post-viral-name-of-the-bjp-mla/,Fact Check : यूपी के विधायक की बेटी को लेकर वायरल हुई फर्जी पोस्‍ट,https://www.vishvasnews.com/wp-content/uploads/2019/08/Untitled-3-3.jpg
12th Aug 2019,https://www.vishvasnews.com/politics/akhilesh-yadav-old-video-viral-name-of-the-protest-against-370/,"Fact Check : 2011 में हुई थी अखिलेश यादव की गिरफ्तारी, उस वक्‍त का वीडियो एक बार फिर हुआ वायरल",https://www.vishvasnews.com/wp-content/uploads/2019/08/Untitled-10-4-1024x632.jpg
9th Aug 2019,https://www.vishvasnews.com/society/fact-check-bikaner-video-viral-name-of-the-kolhapur/,Fact Check : बीकानेर की बारिश का वीडियो महाराष्‍ट्र के कोल्‍हापुर के नाम पर हुआ वायरल,https://www.vishvasnews.com/wp-content/uploads/2019/08/Panipat-1024x746.jpg
8th Aug 2019,https://www.vishvasnews.com/society/panchkula-old-video-viral-name-of-the-child-kidnapping/,Fact Check : पंचकूला का पुराना वीडियो बच्‍चों के अपहरण के नाम पर वायरल,https://www.vishvasnews.com/wp-content/uploads/2019/08/AU.jpg
7th Aug 2019,https://www.vishvasnews.com/society/fact-check-video-of-lathicharge-in-patna-4-years-ago-goes-viral-in-the-name-of-kashmir/,Fact Check : पटना में 4 साल पहले हुई लाठीचार्ज का वीडियो कश्‍मीर के नाम पर वायरल,https://www.vishvasnews.com/wp-content/uploads/2019/08/Patna-1.jpg
7th Aug 2019,https://www.vishvasnews.com/society/fact-check-video-of-gujarats-ambajis-mockdrill-goes-viral-with-fake-claim/,Fact Check : गुजरात के अंबाजी के मॉकड्रिल का वीडियो फर्जी दावे के साथ वायरल,https://www.vishvasnews.com/wp-content/uploads/2019/08/Patrika-1-3.jpg
5th Aug 2019,https://www.vishvasnews.com/society/fact-check-two-year-old-video-of-maharajganjs-viral/,Fact Check : महाराजगंज का दो साल पुराना वीडियो गलत दावे के साथ हुआ वायरल,https://www.vishvasnews.com/wp-content/uploads/2019/08/NDTV1.jpg
2nd Aug 2019,https://www.vishvasnews.com/society/fact-check-women-seen-in-the-viral-post-is-not-a-child-kidnapper-she-is-mentally-unstable/,"Fact Check : वायरल पोस्‍ट में दिख रही महिला बच्‍चा चोर नहीं, बल्कि बीमार है",https://www.vishvasnews.com/wp-content/uploads/2019/08/d27014.png
2nd Aug 2019,https://www.vishvasnews.com/society/fact-check-mock-drill-video-of-ambadevi-temple-is-getting-viral-with-a-false-claim/,Fact Check : अंबा देवी मंदिर में मॉक ड्रिल का वीडियो फर्जी दावे के साथ हुआ वायरल,https://www.vishvasnews.com/wp-content/uploads/2019/08/Amravati1-1024x691.jpg
1st Aug 2019,https://www.vishvasnews.com/viral/fact-check-landslide-video-is-of-jammu-shrinagar-highway-not-from-maharashtra-malshej/,"Fact Check : भूस्‍खलन का वायरल वीडियो महाराष्‍ट्र के मालशेज का नहीं, बल्कि जम्‍मू-श्रीनगर हाईवे का है",https://www.vishvasnews.com/wp-content/uploads/2019/08/Untitled-11-1024x712.jpg
31st Jul 2019,https://www.vishvasnews.com/society/fact-check-unnao-rape-case-victim-has-not-died-the-viral-post-is-fake/,"Fact Check : उन्नाव दुष्कर्म पीड़िता की अस्‍पताल में नहीं हुई मौत, फर्जी है वायरल पोस्‍ट",https://www.vishvasnews.com/wp-content/uploads/2019/07/Untitled-3-13.jpg
30th Jul 2019,https://www.vishvasnews.com/world/fact-check-women-beaten-2-children/,"Fact Check : बच्‍चों को बेरहमी से पीटने वाला वीडियो भारत नहीं, सऊदी अरब का एक साल पुराना वीडियो है",https://www.vishvasnews.com/wp-content/uploads/2019/07/Baby-1-1024x504.jpg
29th Jul 2019,https://www.vishvasnews.com/society/fact-check-fake-post-viral-name-of-the-children-kidnaper/,Fact Check : बच्‍चे पकड़ने की गैंग के नाम पर वायरल हुई देह व्‍यापार गैंग की तस्‍वीर,https://www.vishvasnews.com/wp-content/uploads/2019/07/Ratlam-1-1024x598.jpg
25th Jul 2019,https://www.vishvasnews.com/world/fact-check-pakistan-video-viral-name-of-the-indian-muslim/,Fact Check : पाकिस्‍तानी शख्‍स की पिटाई का पुराना वीडियो भारत में गलत संदर्भ के साथ हुआ वायरल,https://www.vishvasnews.com/wp-content/uploads/2019/07/Pak_YoT-2.jpg
25th Jul 2019,https://www.vishvasnews.com/society/fact-check-no-weapons-found-in-gujarat-masjid/,"Fact Check : गुजरात की मस्जिद से नहीं, होटल के स्‍टोर से बरामद हुए थे हथियार, घटना तीन साल पुरानी है",https://www.vishvasnews.com/wp-content/uploads/2019/07/Untitled-10-2.jpg
24th Jul 2019,https://www.vishvasnews.com/world/fact-check-photos-from-pakistan-and-madhya-pradesh-are-going-viral-in-the-name-of-love-jihad/,Fact Check : लव जेहाद के नाम पर वायरल हुई पाकिस्‍तान और MP की तस्‍वीरें,https://www.vishvasnews.com/wp-content/uploads/2019/07/Untitled-4-20-1024x365.jpg
23rd Jul 2019,https://www.vishvasnews.com/society/fact-check-viral-of-chattishagarh-viral-name-of-the-gujrat-school/,"Fact Check : बच्‍ची को पीटने वाला वीडियो गुजरात का नहीं, बल्कि छत्‍तीसगढ़ का है",https://www.vishvasnews.com/wp-content/uploads/2019/07/Untitled-5-8-1024x423.jpg
22nd Jul 2019,https://www.vishvasnews.com/society/fact-check-viral-video-of-a-man-burning-himself-alive-is-from-rajasthan-not-from-up/,Fact Check : दलित को जिंदा जलाने के नाम पर वायरल हुआ राजस्‍थान का वीडियो,https://www.vishvasnews.com/wp-content/uploads/2019/07/Untitled-3-8-1024x746.jpg
19th Jul 2019,https://www.vishvasnews.com/politics/fact-check-no-pakistan-zindabad-slogan-in-mandsaur/,"Fact Check : मंदसौर में बच्‍चे पाकिस्‍तान जिंदाबाद के नारे नहीं लगा रहे थे, वायरल पोस्‍ट फर्जी है",https://www.vishvasnews.com/wp-content/uploads/2019/07/Untitled-5-5.jpg
18th Jul 2019,https://www.vishvasnews.com/society/fact-check-old-photo-of-muslim-kanwariya-women-viral/,Fact Check : देवघर के नाम पर वायरल हुई इंदौर की मुस्लिम महिलाओं की 4 साल पुरानी तस्‍वीर,https://www.vishvasnews.com/wp-content/uploads/2019/07/2-3-1024x505.jpg
17th Jul 2019,https://www.vishvasnews.com/world/fact-check-doctored-video-of-donald-trump-viral/,"Fact Check : ट्रंप के 3 साल पुराने वीडियो से की गई छेड़छाड़, नहीं लगा था कोई भी धार्मिक नारा",https://www.vishvasnews.com/wp-content/uploads/2019/07/Trum-1.jpg
17th Jul 2019,https://www.vishvasnews.com/society/fact-check-old-video-of-thane-viral-name-of-mumbai/,Fact Check : मुंबई के नाम पर वायरल हो रहा ठाणे में 6 साल पहले गिरी इमारत का वीडियो,https://www.vishvasnews.com/wp-content/uploads/2019/07/Mumbai-2.jpg
16th Jul 2019,https://www.vishvasnews.com/society/fact-check-bihar-school-picture-is-getting-viral-on-behalf-of-delhi-school/,Fact Check : बिहार के स्‍कूल की तस्‍वीर दिल्‍ली के नाम पर हुई वायरल,https://www.vishvasnews.com/wp-content/uploads/2019/07/Bihar-1.jpg
15th Jul 2019,https://www.vishvasnews.com/world/fact-check-post-claiming-bangladeshi-man-burnt-to-death-while-celebrating-indias-loss-in-world-cup-is-fake/,"Fact Check : भारत की हार के बाद जश्‍न के दौरान बांग्‍लादेशी व्‍यक्ति को नहीं लगी आग, फर्जी है वायरल पोस्‍ट",https://www.vishvasnews.com/wp-content/uploads/2019/07/Untitled-7-11.jpg
12th Jul 2019,https://www.vishvasnews.com/world/viral-video-of-a-man-pouring-milk-at-kaba-is-fake-the-man-was-attempting-to-commit-suicide/,"Fact Check : काबा पर दूध नहीं चढ़ा रहा था यह युवक, खुदकुशी की कोशिश की थी",https://www.vishvasnews.com/wp-content/uploads/2019/07/Untitled-3-5.jpg
11th Jul 2019,https://www.vishvasnews.com/world/fact-check-viral-video-of-chinese-sound-fountain-getting-viral-in-the-name-of-thailand/,"Fact Check : चीन का वीडियो थाईलैंड के नाम पर वायरल, सेंसर तकनीक से चलता है यह फाउंटेन",https://www.vishvasnews.com/wp-content/uploads/2019/07/Untitled-4-8-1024x647.jpg
11th Jul 2019,https://www.vishvasnews.com/society/fact-check-a-photo-from-up-chandoli-district-getting-viral-in-the-name-of-delhi/,Fact Check : दिल्‍ली के नाम पर वायरल हो रही है यूपी के चंदौली की तस्‍वीर,https://www.vishvasnews.com/wp-content/uploads/2019/07/Untitled-13.jpg
10th Jul 2019,https://www.vishvasnews.com/society/morocco-women-video-viral-in-india/,"Fact Check : महिला के साथ बदतमीजी का वीडियो भारत का नहीं, मोरक्‍को का पुराना वीडियो है",https://www.vishvasnews.com/wp-content/uploads/2019/07/Untitled-8-6-1024x610.jpg
9th Jul 2019,https://www.vishvasnews.com/society/fact-check-girl-from-bareily-kidnapped-by-her-own-family-video-viral/,"Fact Check : परिवार के लोगों ने ही किया था अपहरण, बरेली का है वायरल वीडियो",https://www.vishvasnews.com/wp-content/uploads/2019/07/UP1-1.jpg
8th Jul 2019,https://www.vishvasnews.com/society/fact-check-viral-video-of-faridabads-atali-village-is-4-years-old/,"Fact Check : फरीदाबाद के अटाली के नाम पर वायरल हुआ पुराना वीडियो, 4 साल पहले हुआ था बवाल",https://www.vishvasnews.com/wp-content/uploads/2019/07/Atali-Jagran.jpg
8th Jul 2019,https://www.vishvasnews.com/viral/fact-check-viral-post-of-rajdhani-express-accident-in-kanpur-is-fake/,"Fact Check : कानपुर में नहीं हुई राजधानी एक्‍सप्रे‍स दुघर्टनाग्रस्‍त, वायरल हो रही पोस्‍ट Fake है",https://www.vishvasnews.com/wp-content/uploads/2019/07/Untitled-4-4-1024x657.jpg
6th Jul 2019,https://www.vishvasnews.com/viral/fact-check-viral-video-of-fire-in-cable-car-at-mansa-devi-is-old-and-belongs-to-palestine/,Fact Check : फिलिस्‍तीन में केबल कार में लगी आग का पुराना वीडियो मनसा देवी के नाम पर वायरल,https://www.vishvasnews.com/wp-content/uploads/2019/07/Cable-car1-2.jpg
4th Jul 2019,https://www.vishvasnews.com/politics/fact-check-viral-photo-of-navjot-singh-sidhu-with-pakistans-flag-is-fake/,Fact Check : फर्जी है नवजोत सिंह सिद्धू की पाकिस्‍तानी झंडे वाले तस्‍वीर,https://www.vishvasnews.com/wp-content/uploads/2019/07/Siddu-1.jpg
3rd Jul 2019,https://www.vishvasnews.com/society/fact-check-ice-cream-vendors-image-viral-with-fake-claim/,"Fact Check : आइसक्रीम बेचने वाले की पिटाई में कोई सांप्रदायिक एंगल नहीं, गलत दावे के साथ वायरल हुई तस्‍वीर",https://www.vishvasnews.com/wp-content/uploads/2019/07/Untitled-7-3.jpg
3rd Jul 2019,https://www.vishvasnews.com/politics/fact-check-viral-video-of-pm-modi-meeting-with-former-pm-manmohan-singh-is-5-years-old/,Fact Check : 5 साल पुराना है नरेंद्र मोदी-मनमोहन सिंह की मुलाकात का वायरल वीडियो,https://www.vishvasnews.com/wp-content/uploads/2019/07/Dabang-1024x830.jpg
2nd Jul 2019,https://www.vishvasnews.com/society/fact-check-viral-video-of-girl-from-madhya-pradesh/,"Fact Check : वीडियो में लड़की को पीटने वाले उसके रिश्‍तेदार थे, किसी पार्टी का इससे कोई लेना-देना नहीं",https://www.vishvasnews.com/wp-content/uploads/2019/07/Untitled-6-1.jpg
1st Jul 2019,https://www.vishvasnews.com/society/fact-check-viral-video-of-donald-trumps-daughter-in-owaisi-hospital-is-fake/,"Fact Check : डोनाल्‍ड ट्रंप की बेटी नहीं आई थीं ओवैसी के अस्‍पताल में, फर्जी है वीडियो",https://www.vishvasnews.com/wp-content/uploads/2019/07/Untitled-8-1-1024x518.jpg
1st May 2020,https://www.vishvasnews.com/politics/fact-check-warish-pathans-old-video-in-lockdown-goes-viral-with-fake-claims/,Fact Check : लॉकडाउन में वारिस पठान का पुराना वीडियो फर्जी दावों के साथ वायरल,https://www.vishvasnews.com/wp-content/uploads/2020/05/CaptureWPA-1024x576.jpg
24th Apr 2020,https://www.vishvasnews.com/politics/fact-check-sonia-gandhi-morphed-image-viral/,Quick Fact Check : सोनिया गांधी की तस्‍वीर के साथ छेड़छाड़ करके किया जा रहा है उन पर आपत्तिजनक कमेंट,https://www.vishvasnews.com/wp-content/uploads/2020/04/image-66d.png
23rd Apr 2020,https://www.vishvasnews.com/viral/fact-check-sultanpuri-quarantine-centre-video-viral-name-of-corona-patients/,Fact Check : दिल्‍ली के सुल्‍तानपुरी के क्‍वारंटाइन सेंटर के वीडियो को झूठे दावे से किया गया वायरल,https://www.vishvasnews.com/wp-content/uploads/2020/04/Capturedelhi23-2.jpg
22nd Apr 2020,https://www.vishvasnews.com/politics/javed-jaffrey-fake-tweet-viral-in-lockdown-time/,"Fact Check : जावेद जाफरी का फेक ट्वीट वायरल, एक्‍टर ने नहीं किया ऐसा कोई ट्वीट",https://www.vishvasnews.com/wp-content/uploads/2020/04/Captureewsj.jpg
22nd Apr 2020,https://www.vishvasnews.com/politics/fact-check-old-video-of-mob-lynching-in-dhar-real-name-of-rss/,Quick Fact Check : मध्‍य प्रदेश में हुई मॉब लिंचिंग के पुराने वीडियो को RSS से जोड़कर अब किया जा रहा है वायरल,https://www.vishvasnews.com/wp-content/uploads/2020/04/Rss-ss22april.jpg
21st Apr 2020,https://www.vishvasnews.com/politics/fact-check-the-video-of-mockdrill-in-bhagalpur-jail-was-named-after-the-corona-patient-viral/,Fact Check : भागलपुर की जेल में हुई मॉकड्रिल के वीडियो का कोरोना मरीज के नाम पर कर दिया वायरल,https://www.vishvasnews.com/wp-content/uploads/2020/04/Bhagalpur-jail-video-YT-1024x912.jpg
21st Apr 2020,https://www.vishvasnews.com/society/fact-check-thousands-of-rupees-fell-accidentally-not-to-spread-virus-in-indore/,"Fact Check : इंदौर में वायरस फैलाने के लिए नहीं, गलती से गिरे थे हजारों रुपए",https://www.vishvasnews.com/wp-content/uploads/2020/04/Captureindorendrv.jpg
20th Apr 2020,https://www.vishvasnews.com/society/fact-check-three-years-ago-there-was-misbehavior-with-police-in-agra-video-is-now-viral-with-false-communal-claims/,"Fact Check: तीन साल पहले आगरा में पुलिस के साथ हुई थी बदसलूकी, वीडियो अब झूठे सांप्रदायिक दावे के साथ वायरल",https://www.vishvasnews.com/wp-content/uploads/2020/04/Agra-CC20-4.jpg
20th Apr 2020,https://www.vishvasnews.com/society/fact-check-2-year-old-video-of-a-young-man-arriving-in-a-burqa-to-meet-his-girlfriend-is-being-viral-with-communal-claims/,Fact Check : प्रेमिका से मिलने बुर्के में पहुंचे युवक का 2 साल पुराना वीडियो सांप्रदायिक दावे के साथ किया जा रहा वायरल,https://www.vishvasnews.com/wp-content/uploads/2020/04/SikarYT20April-1024x771.jpg
18th Apr 2020,https://www.vishvasnews.com/world/fact-check-video-of-dhanbad-mockdrill-goes-viral-name-of-corona-patient/,Fact Check : धनबाद में हुई मॉकड्रिल के वीडियो को लोग सच मानकर कर रहे हैं वायरल,https://www.vishvasnews.com/wp-content/uploads/2020/04/Untitled-1-1024x616.jpg
17th Apr 2020,https://www.vishvasnews.com/politics/fact-check-did-muslim-woman-urinated-in-food/,"Fact Check : खाने में पेशाब मिलाती नौकरानी का यह वीडियो 2011 का है, अब इसे सांप्रदायिक दावे के साथ किया जा रहा है वायरल",https://www.vishvasnews.com/wp-content/uploads/2020/04/CapturebhopalJagran1.jpg
17th Apr 2020,https://www.vishvasnews.com/politics/scene-of-comedy-video-viral-name-of-police-atrocity/,Fact Check : किसानों के साथ पुलिस के दुर्व्‍यवहार की यह तस्‍वीर एक कॉमेडी वीडियो का सीन है,https://www.vishvasnews.com/wp-content/uploads/2020/04/Akhilsh-SSSSS-1024x221.jpg
14th Apr 2020,https://www.vishvasnews.com/society/fact-check-hajipur-jail-mocktail-video-viral-as-a-corona-case/,"Fact Check : बिहार की जेल में कोरोना को लेकर हुई मॉकड्रिल, लोगों ने सच मानकर झूठे दावों के साथ कर दिया वायरल",https://www.vishvasnews.com/wp-content/uploads/2020/04/hajhipur-jail-14-April.jpg
13th Apr 2020,https://www.vishvasnews.com/politics/fact-check-mockdrill-video-about-corona-in-bettiah-jail-goes-viral-in-the-name-of-real-incident/,Fact Check : कोरोना को लेकर बेतिया जेल में हुई मॉकड्रिल का वीडियो सच्‍ची घटना के नाम पर हुआ वायरल,https://www.vishvasnews.com/wp-content/uploads/2020/04/Untitled-4.jpg
13th Apr 2020,https://www.vishvasnews.com/politics/fact-check-weapons-found-in-mosques-in-up-know-the-truth/,Quick Fact Check : गुजरात की चार साल पुरानी तस्‍वीर को अब यूपी के नाम से किया जा रहा वायरल,https://www.vishvasnews.com/wp-content/uploads/2020/04/Untitled-13-april-2-2-.jpg
10th Apr 2020,https://www.vishvasnews.com/society/fact-check-no-one-attacked-shivpuri-vandana-tiwari/,"Fact Check : शिवपुरी की फार्मासिस्‍ट पर किसी ने नहीं किया था हमला, तबीयत बिगड़ने के कारण हुई मौत",https://www.vishvasnews.com/wp-content/uploads/2020/04/VT-Bhopal-Samachar-1.jpg
9th Apr 2020,https://www.vishvasnews.com/politics/fake-order-of-tourism-ministry-viral/,"Fact Check : 15 अक्‍टूबर तक बंद नहीं रहेंगे होटल/रेस्‍टोरेंट, पर्यटन मंत्रालय का फर्जी आदेश वायरल",
26th Mar 2020,https://www.vishvasnews.com/english/viral/fake-news-buster-myths-and-misinformation-around-coronavirus-debunked/,Fake News Buster: Myths and Misinformation around Coronavirus debunked,https://www.vishvasnews.com/wp-content/uploads/2020/03/Fake_News02_march2020.jpg
3rd Mar 2020,https://www.vishvasnews.com/society/fact-check-2018-video-of-bangladesh-clashes-viral-with-wrong-claim-this-isnt-video-from-delhi-riots/,Fact Check: दिल्ली हिंसा के नाम पर वायरल हो रहा वीडियो 2018 में बांग्लादेश में हुई झड़प का है,https://www.vishvasnews.com/wp-content/uploads/2020/03/collage.png
4th Feb 2020,https://www.vishvasnews.com/politics/fact-check-video-of-teacher-of-jaunpur-goes-viral-in-the-name-of-beating-of-bjp-mla/,"Fact Check : जौनपुर में छेड़छाड़ के आरोपी टीचर की हुई थी पिटाई, विधायक बताकर वीडियो किया गया वायरल",https://www.vishvasnews.com/wp-content/uploads/2020/02/Untitled-6-1024x629.jpg
4th Feb 2020,https://www.vishvasnews.com/english/health/world-cancer-day-2020-debunking-most-shared-cancer-myths-and-misconceptions/,World Cancer Day 2020: Debunking most-shared cancer myths and misconceptions,https://www.vishvasnews.com/wp-content/uploads/2020/02/C1.png
2nd Feb 2020,https://www.vishvasnews.com/society/gujrat-old-video-viral-name-of-shaheen-bagh-protest/,"Fact Check : वीडियो में दिख रहीं महिलाएं शाहीन बाग के आंदोलन के खिलाफ नहीं, शहीदों को श्रद्धांजलि देने के लिए जुटी थीं",https://www.vishvasnews.com/wp-content/uploads/2020/02/Rajput-mahila-yandex-5.jpg
28th Jan 2020,https://www.vishvasnews.com/english/health/fact-check-misinformation-related-to-coronavirus-outbreak-getting-viral/,"Fact Check: Neither this video shows effects of Coronavirus nor you need to avoid ice-cream, cold drink for 90 days",https://www.vishvasnews.com/wp-content/uploads/2020/01/Capture-37.png
18th Dec 2020,https://www.vishvasnews.com/society/fact-check-farmers-did-not-open-supermarkets-in-bengaluru-the-post-is-false/,"Fact Check : बेंगलुरु में किसानों ने नहीं खोला सुपर मार्केट, पोस्‍ट झूठी है",https://www.vishvasnews.com/wp-content/uploads/2020/12/Fake_News13-1.jpg
17th Dec 2020,https://www.vishvasnews.com/politics/indian-railways-has-not-been-not-sold-to-adani-this-is-just-an-advertisement/,"Fact Check : भारतीय रेलवे को लेकर किया गया झूठा दावा, यह सिर्फ विज्ञापन है",https://www.vishvasnews.com/wp-content/uploads/2020/12/Adani-Rail-2.jpg
2nd Dec 2020,https://www.vishvasnews.com/english/politics/fact-check-famers-did-not-protest-to-restore-article-370-viral-claim-is-fake/,"Fact Check: Famers did not protest to restore article 370, viral claim is fake",https://www.vishvasnews.com/wp-content/uploads/2020/12/akali-dal-8-1024x475-2-1024x475.jpg
23rd Nov 2020,https://www.vishvasnews.com/society/quick-fact-check-edited-photo-of-golden-temple-of-amritsar-goes-viral-again/,Quick Fact Check : अमृतसर के स्वर्ण मंदिर की एडिटेड तस्‍वीर फिर वायरल,https://www.vishvasnews.com/wp-content/uploads/2020/11/GT-1-1024x733.jpg
20th Nov 2020,https://www.vishvasnews.com/politics/fact-check-up-cm-yogi-adityanaths-ram-mandir-bhoomi-poojans-time-video-has-now-been-shared-as-diwali-video/,Fact Check : यूपी सीएम योगी आदित्‍यनाथ के राम मंदिर भूमि पूजन के वक्‍त के वीडियो को अब दिवाली का बताकर किया गया वायरल,https://www.vishvasnews.com/wp-content/uploads/2020/11/Yogi-20-Nov-1.jpg
19th Nov 2020,https://www.vishvasnews.com/politics/fact-check-video-of-a-congress-party-candidate-going-viral-with-fake-claim/,Fact Check : कांग्रेस प्रत्‍याशी की बेटी को मतगणना अधिकारी बताकर वीडियो किया गया वायरल,
17th Nov 2020,https://www.vishvasnews.com/english/politics/fact-check-two-year-old-video-of-bengal-passed-off-as-bihar-relating-it-with-bihar-elections/,Fact Check: Two-Year-Old Video of Bengal Passed Off As Bihar Relating It With Bihar elections,https://www.vishvasnews.com/wp-content/uploads/2020/11/bengal.png
17th Nov 2020,https://www.vishvasnews.com/politics/fact-check-2-year-old-photo-of-maharashtra-now-viral-in-bihar-with-fake-claim-of-evm-theft/,Fact Check : महाराष्ट्र की 2 साल पुरानी तस्वीर अब बिहार में EVM चोरी के फर्जी दावे के साथ वायरल,https://www.vishvasnews.com/wp-content/uploads/2020/11/Raigarh-SS-17-Nov.png
17th Nov 2020,https://www.vishvasnews.com/politics/fact-check-the-picture-of-the-candle-march-of-2018-is-now-going-viral-with-fake-claims/,Fact Check : 2018 के कैंडल मार्च की तस्वीर अब हो रही है फर्जी दावे के साथ वायरल,https://www.vishvasnews.com/wp-content/uploads/2020/11/Capture-ABV.png
16th Nov 2020,https://www.vishvasnews.com/english/politics/fact-check-video-of-congress-candidate-during-a-stage-breakdown-in-bihar-viral-as-that-of-bjp-candidate/,Fact Check: Video of Congress Candidate During A Stage Breakdown in Bihar Viral As That of BJP Candidate,https://www.vishvasnews.com/wp-content/uploads/2020/11/Bihar-Neta-1-1024x733.jpg
13th Nov 2020,https://www.vishvasnews.com/politics/fact-check-image-from-haryana-destroying-bad-sweets-going-viral-in-the-name-of-rjd-loss-in-bihar-elections/,"Fact Check : चुनाव हारने के बाद आरजेडी के कार्यकर्ताओं ने नहीं फेंकी मिठाई, तस्‍वीर हरियाणा की है",https://www.vishvasnews.com/wp-content/uploads/2020/11/image-46.png
13th Nov 2020,https://www.vishvasnews.com/politics/fact-check-old-video-of-bengal-going-viral-in-the-name-of-bihar-elections/,Fact Check : बिहार चुनाव में मारपीट के नाम पर वायरल हुआ दो साल पुराना वीडियो,https://www.vishvasnews.com/wp-content/uploads/2020/11/bengal.png
12th Nov 2020,https://www.vishvasnews.com/english/politics/fact-check-this-old-video-of-child-and-mother-pulling-stretcher-in-deoria-hospital-viral-as-from-bihar/,Fact Check: This old video of child and mother pulling stretcher in Deoria hospital viral as from Bihar,https://www.vishvasnews.com/wp-content/uploads/2020/11/Bihar-1A-1.png
13th Nov 2020,https://www.vishvasnews.com/english/world/fact-check-this-picture-of-currency-notes-on-the-venezuela-streets-is-again-viral-with-fake-claim/,Fact Check: This Picture Of currency notes on the Venezuela streets is again viral with fake claim,https://www.vishvasnews.com/wp-content/uploads/2020/11/Venz-1-1.jpg
12th Nov 2020,https://www.vishvasnews.com/politics/fact-check-video-of-congress-candidates-stage-breakdown-in-bihar-viral-as-bjp-candidate/,Fact Check : बिहार में कांग्रेस प्रत्‍याशी के मंच टूटने का वीडियो BJP उम्‍मीदवार के नाम से वायरल,https://www.vishvasnews.com/wp-content/uploads/2020/11/Bihar-Neta-1-1024x733.jpg
11th Nov 2020,https://www.vishvasnews.com/world/fact-check-the-picture-of-notes-thrown-on-the-road-in-venezuela-again-viral/,Fact Check : वेनेजुएला में सड़क पर फेंके गए नोटों की तस्‍वीर फिर से वायरल,https://www.vishvasnews.com/wp-content/uploads/2020/11/Venz-1.jpg
11th Nov 2020,https://www.vishvasnews.com/world/quick-fact-check-video-of-south-africas-cheetah-breeding-center-again-viral-in-name-of-rajasthan/,Quick Fact Check : साउथ अफ्रीका के चीता ब्रीडिंग सेंटर का वीडियो फिर से राजस्‍थान के नाम से हुआ वायरल,https://www.vishvasnews.com/wp-content/uploads/2020/11/Sirohi-SS-11Nov-1024x477.jpg
11th Nov 2020,https://www.vishvasnews.com/english/politics/fact-check-old-survey-of-2018-passed-off-as-recent-viral-post-is-fake/,Fact Check: Old Survey of 2018 Passed Off As Recent; Viral Post is Fake,https://www.vishvasnews.com/wp-content/uploads/2020/11/image-36.png
11th Nov 2020,https://www.vishvasnews.com/politics/fact-check-old-screengrab-of-a-survey-in-2018-shared-as-recent-in-the-name-of-mp-byelections/,"Fact Check : 2018 के सर्वे को अब किया गया वायरल, पोस्ट फर्जी है",https://www.vishvasnews.com/wp-content/uploads/2020/11/image-36.png
10th Nov 2020,https://www.vishvasnews.com/politics/fact-check-old-video-of-deoria-hospital-now-viral-with-false-claim-name-of-bihar/,Fact Check : देवरिया के अस्पताल के पुराने वीडियो को अब बिहार का बता कर किया गया वायरल,https://www.vishvasnews.com/wp-content/uploads/2020/11/Bihar-1A.png
9th Nov 2020,https://www.vishvasnews.com/world/fact-check-image-of-a-poor-guy-from-yemen-shared-in-the-name-of-gujarat-with-fake-claim/,Fact Check: यमन की तस्वीर को गुजरात का बताकर फर्जी दावे के साथ किया गया वायरल,https://www.vishvasnews.com/wp-content/uploads/2020/11/dog-1.png
7th Nov 2020,https://www.vishvasnews.com/politics/fact-check-sonia-gandhis-edited-image-again-viral/,Quick Fact Check : सोनिया गांधी की तस्‍वीर को एडिट करके फिर से झूठे दावे के साथ किया गया वायरल,https://www.vishvasnews.com/wp-content/uploads/2020/11/sonia-6-Nov.png
6th Nov 2020,https://www.vishvasnews.com/english/viral/quick-fact-check-this-video-of-muslim-rally-is-not-from-west-bengal-but-from-bangladesh/,"Quick Fact Check: This Video of Muslim Rally Is Not From West Bengal, But From Bangladesh",
6th Nov 2020,https://www.vishvasnews.com/english/politics/fact-check-itbp-did-not-issue-this-appeal-to-boycott-china-goods-edited-picture-viral-with-fake-claim/,"Fact Check: ITBP Did Not Issue This Appeal to boycott China goods, Edited picture Viral with fake claim",https://www.vishvasnews.com/wp-content/uploads/2020/11/ITBP-1-1024x496-1-1024x496.jpg
5th Nov 2020,https://www.vishvasnews.com/politics/fact-check-itbp-did-not-release-this-appeal-regarding-china-edited-post-viral/,"Fact Check : चीन को लेकर ITBP ने जारी नहीं की ये अपील, एडिटेड पोस्‍टर वायरल",https://www.vishvasnews.com/wp-content/uploads/2020/11/ITBP-1-1024x496.jpg
5th Nov 2020,https://www.vishvasnews.com/politics/quick-fact-check-video-from-bangladesh-shared-as-a-muslim-rally-in-west-bengal/,"Quick Fact Check : मुसलमानों की रैली का यह वीडियो पश्चिम बंगाल का नहीं, बांग्‍लादेश का है",
4th Nov 2020,https://www.vishvasnews.com/politics/quick-fact-check-the-video-of-shivraj-singh-chauhan-edited-and-again-viral/,Quick Fact Check : शिवराज सिंह चौहान के वीडियो को एडिट करके फिर से किया गया वायरल,
4th Nov 2020,https://www.vishvasnews.com/english/politics/fact-check-six-year-old-picture-of-assam-voter-viral-with-fake-claim/,Fact Check: Six Year Old Picture Of Assam voter viral with fake claim,https://www.vishvasnews.com/wp-content/uploads/2020/11/adiwasi-1-1-1024x667-3-1024x667.jpg
